Author1,Author2,Weight
Maldonado R,Moratalla R,1
Maldonado R,Martin A,1
Granado N,Trullas R,1
Granado N,Sanz-Magro A,1
Garcia-Sanz P,Martin A,1
Granado N,Podlesniy P,1
Granado N,Martin A,1
Granado N,Maldonado R,1
Garcia-Sanz P,Trullas R,1
Garcia-Sanz P,Solis O,1
Garcia-Sanz P,Sanz-Magro A,1
Garcia-Sanz P,Podlesniy P,1
Garcia-Sanz P,Murer M,1
Martin A,Moratalla R,1
Martin A,Murer M,1
Martin A,Podlesniy P,1
Martin A,Sanz-Magro A,1
Cacciagiu L,Zotta E,1
Cacciagiu L,Seyahian E,1
Cacciagiu L,Damiano A,1
Solis O,Trullas R,1
Sanz-Magro A,Trullas R,1
Sanz-Magro A,Solis O,1
Podlesniy P,Trullas R,1
Podlesniy P,Solis O,1
Podlesniy P,Sanz-Magro A,1
Murer M,Trullas R,1
Murer M,Sanz-Magro A,1
Murer M,Podlesniy P,1
Moratalla R,Trullas R,1
Moratalla R,Sanz-Magro A,1
Moratalla R,Podlesniy P,1
Martin A,Trullas R,1
Martin A,Solis O,1
Garcia-Sanz P,Moratalla R,1
Garcia-Sanz P,Maldonado R,1
Roig-Puiggros S,Schellino R,1
Selles M,Theotokis P,1
Bekinschtein T,Canales-Johnson A,1
Arzi A,Merlo E,1
Arzi A,Canales-Johnson A,1
Arzi A,Bekinschtein T,1
Theotokis P,Vigouroux R,1
Singh S,Vigouroux R,1
Singh S,Theotokis P,1
Selles M,Vigouroux R,1
Selles M,Singh S,1
Garcia-Sanz P,Granado N,1
Schellino R,Vigouroux R,1
Schellino R,Theotokis P,1
Schellino R,Singh S,1
Schellino R,Selles M,1
Roig-Puiggros S,Vigouroux R,1
Roig-Puiggros S,Theotokis P,1
Roig-Puiggros S,Singh S,1
Roig-Puiggros S,Selles M,1
Bekinschtein T,Merlo E,1
Canales-Johnson A,Merlo E,1
Alvarez R,Garimano N,1
Garimano N,Jancic C,1
Porta M,Rivarola V,1
Pizzoni A,Porta M,1
Mazzocchi M,Rivarola V,1
Mazzocchi M,Porta M,1
Mazzocchi M,Pizzoni A,1
Ford P,Porta M,1
Ford P,Mazzocchi M,1
Di Giusto G,Porta M,1
Di Giusto G,Mazzocchi M,1
Capurro C,Porta M,1
Capurro C,Mazzocchi M,1
Beltramone N,Porta M,1
Beltramone N,Mazzocchi M,1
Jancic C,Paton J,1
Jancic C,Paton A,1
Garimano N,Paton J,1
Garimano N,Paton A,1
Possin K,Sabbagh M,1
